Date,Commodity,Location,Daily Price,Unit,Sowing Date,Harvest Date,Production (Tons),Rainfall (mm),Max Temp,Min Temp,Humidity (%),Extreme Event,Festival/Holiday,Commodity Relevance,Sentiment Score,Key Event
2022-06-26,gram,Delhi,64.6,quintal,2015-06-22,2015-09-11,37977.79,198.59,26.46,24.81,80.05,Drought,Eid,urad,Negative,Crop Failure
2019-07-29,masur,Chennai,73.03,quintal,2015-03-18,2015-10-12,45778.94,66.01,32.22,14.15,51.49,Flood,Onam,onion,Negative,Import Ban
2015-03-08,masur,Kolkata,193.7,kg,2015-04-22,2015-07-19,49643.5,134.41,38.48,20.49,88.06,Drought,Diwali,urad,Positive,Crop Failure
2022-12-31,moong,Delhi,36.61,quintal,2015-01-16,2015-09-26,37726.69,270.48,28.51,20.84,63.46,None,Holi,moong,Positive,Import Ban
2017-12-22,potato,Chennai,173.17,kg,2015-05-05,2015-09-15,28476.23,17.99,35.24,12.71,66.99,Drought,Onam,tur,Positive,None
2023-06-14,potato,Delhi,152.78,quintal,2015-03-23,2015-07-24,38115.31,3.74,35.56,15.84,59.76,Flood,Holi,tur,Negative,Crop Failure
2018-10-02,gram,Delhi,52.48,kg,2015-05-23,2015-07-05,5245.17,8.0,37.46,18.47,60.03,Flood,Holi,gram,Neutral,Crop Failure
2017-11-21,tur,Mumbai,159.81,quintal,2015-02-17,2015-10-16,29369.34,134.84,44.08,23.34,33.25,Flood,Onam,urad,Neutral,Crop Failure
2020-03-27,potato,Kolkata,70.18,quintal,2015-03-17,2015-09-09,3637.77,180.21,27.35,13.25,57.23,Flood,Holi,moong,Positive,Import Ban
2017-07-08,onion,Mumbai,94.29,quintal,2015-03-22,2015-11-08,21343.71,196.16,36.64,13.95,62.24,Drought,Onam,masur,Neutral,Government Policy
2017-05-30,potato,Chennai,195.23,quintal,2015-03-28,2015-11-19,13023.22,152.8,37.27,24.14,41.76,Drought,Diwali,tur,Neutral,Import Ban
2023-07-31,moong,Kolkata,161.23,quintal,2015-02-18,2015-07-20,39107.98,165.56,40.45,15.51,45.56,Drought,Holi,masur,Neutral,Import Ban
2015-10-01,onion,Kolkata,119.65,kg,2015-04-12,2015-09-12,27257.08,176.75,27.78,20.62,67.73,Drought,Holi,tur,Negative,Crop Failure
2019-01-14,gram,Delhi,82.05,kg,2015-06-28,2015-11-10,19193.36,298.39,26.85,19.06,46.67,None,Christmas,tur,Neutral,None
2020-05-06,potato,Bangalore,182.4,kg,2015-01-09,2015-08-19,45808.94,259.01,33.57,19.97,38.79,Flood,Holi,potato,Negative,Crop Failure
2019-08-29,moong,Delhi,177.89,kg,2015-04-13,2015-10-28,23426.78,208.08,37.98,17.36,46.18,Drought,Christmas,urad,Negative,Government Policy
2016-04-05,tur,Bangalore,106.58,quintal,2015-03-08,2015-12-12,3330.84,290.92,37.95,15.89,50.99,None,Diwali,gram,Neutral,Import Ban
2016-07-26,tur,Mumbai,171.84,quintal,2015-06-08,2015-07-24,39844.87,263.78,44.65,14.25,86.01,Flood,Onam,masur,Positive,Government Policy
2019-03-13,masur,Delhi,41.18,kg,2015-01-16,2015-07-03,11977.06,142.23,35.52,12.28,64.68,Flood,Onam,moong,Negative,None
2020-07-17,tur,Kolkata,176.02,quintal,2015-02-24,2015-12-26,37595.01,260.21,40.08,24.19,46.48,Drought,Holi,onion,Positive,Crop Failure
2019-08-30,tur,Delhi,60.86,kg,2015-03-10,2015-10-07,18253.18,109.92,37.6,21.73,61.48,Drought,Onam,tur,Negative,Government Policy
2015-10-18,masur,Bangalore,140.02,kg,2015-03-29,2015-08-23,49787.33,188.26,27.97,19.48,41.74,Drought,Diwali,potato,Negative,Government Policy
2022-06-12,moong,Chennai,172.59,kg,2015-04-13,2015-07-22,21781.72,223.73,29.1,11.18,40.87,Flood,Eid,gram,Negative,Government Policy
2015-12-23,urad,Bangalore,113.42,kg,2015-06-14,2015-09-20,40925.44,230.47,26.86,10.65,77.29,Drought,Holi,moong,Neutral,None
2019-02-19,tur,Bangalore,69.35,quintal,2015-03-29,2015-12-17,4527.02,291.63,41.58,17.31,63.76,Drought,Diwali,moong,Positive,None
2015-07-06,tur,Bangalore,191.27,quintal,2015-06-09,2015-07-07,20907.64,100.15,26.67,10.8,83.07,None,Christmas,gram,Neutral,None
2022-12-02,tur,Delhi,167.3,quintal,2015-04-21,2015-12-12,18756.27,60.55,39.57,20.32,68.68,Drought,Eid,urad,Positive,None
2019-10-08,urad,Bangalore,10.28,kg,2015-01-28,2015-11-02,41792.19,219.04,31.63,17.05,62.19,None,Onam,onion,Positive,Import Ban
2017-01-27,gram,Kolkata,138.06,kg,2015-01-01,2015-08-30,40646.44,154.01,39.02,22.14,30.05,None,Onam,potato,Neutral,Crop Failure
2022-09-19,masur,Bangalore,43.06,quintal,2015-04-29,2015-12-02,4928.03,12.41,41.13,12.33,79.71,None,Holi,masur,Negative,Import Ban
2022-07-15,moong,Kolkata,185.77,quintal,2015-01-31,2015-10-26,49892.78,42.13,25.55,24.27,52.08,Flood,Onam,potato,Positive,None
2016-07-14,onion,Kolkata,167.83,quintal,2015-04-10,2015-12-04,14698.44,256.36,28.28,19.18,42.58,Flood,Eid,gram,Negative,None
2017-08-25,onion,Mumbai,153.1,kg,2015-02-01,2015-08-21,14924.43,179.0,31.88,24.67,50.82,Flood,Christmas,urad,Positive,Crop Failure
2015-09-21,masur,Mumbai,29.88,kg,2015-03-16,2015-11-27,4864.81,136.95,31.05,10.07,42.38,Drought,Christmas,moong,Positive,None
2019-05-19,urad,Kolkata,114.55,kg,2015-01-20,2015-10-11,17146.23,153.75,40.75,13.84,43.96,Flood,Holi,urad,Negative,Import Ban
2023-05-30,masur,Delhi,92.62,quintal,2015-02-11,2015-10-20,36023.13,205.64,39.37,18.84,84.66,Drought,Onam,moong,Negative,Import Ban
2017-02-01,urad,Chennai,198.61,quintal,2015-04-29,2015-08-31,45600.58,186.81,32.06,15.61,55.03,Drought,Onam,potato,Negative,Government Policy
2020-02-29,tur,Bangalore,177.26,quintal,2015-03-29,2015-12-13,4517.53,293.42,42.34,14.15,79.03,None,Diwali,moong,Positive,Crop Failure
2020-09-06,masur,Chennai,99.25,quintal,2015-02-05,2015-10-19,39320.91,45.86,26.28,13.84,66.98,None,Christmas,onion,Positive,Crop Failure
2020-03-30,potato,Kolkata,20.17,quintal,2015-02-28,2015-08-13,45036.3,293.45,30.05,21.39,31.55,None,Holi,urad,Negative,None
2017-07-06,onion,Kolkata,25.87,kg,2015-06-02,2015-11-21,48779.78,252.59,28.07,17.13,79.79,None,Diwali,potato,Negative,Government Policy
2018-10-10,masur,Chennai,25.39,quintal,2015-06-23,2015-12-04,23995.03,163.6,40.28,22.51,53.29,None,Onam,potato,Neutral,Government Policy
2023-08-08,urad,Kolkata,34.52,kg,2015-05-29,2015-12-16,32748.39,264.23,34.12,19.16,79.3,None,Christmas,onion,Negative,None
2016-10-20,tur,Kolkata,38.4,kg,2015-04-24,2015-10-09,33847.31,129.56,33.06,12.69,49.26,Drought,Christmas,potato,Positive,None
2018-04-26,masur,Bangalore,116.11,quintal,2015-04-11,2015-12-19,25090.7,112.58,43.49,17.28,48.32,Drought,Diwali,tur,Positive,Government Policy
2021-09-23,gram,Chennai,187.74,quintal,2015-01-05,2015-10-20,6736.48,241.66,43.54,18.29,42.79,Drought,Christmas,moong,Negative,None
2022-01-22,moong,Mumbai,70.08,kg,2015-01-28,2015-10-13,27567.42,187.06,29.07,22.24,31.03,Drought,Diwali,masur,Negative,Government Policy
2022-02-28,masur,Chennai,75.46,kg,2015-06-03,2015-10-01,36089.74,29.33,42.5,15.95,38.54,None,Diwali,gram,Negative,Government Policy
2016-08-05,potato,Bangalore,101.32,kg,2015-02-16,2015-11-14,15141.1,39.59,26.85,21.83,56.87,Drought,Eid,urad,Neutral,None
2022-09-07,potato,Kolkata,16.51,quintal,2015-03-23,2015-07-26,2791.61,39.34,40.94,23.53,58.24,None,Onam,tur,Negative,Import Ban
2020-02-21,moong,Delhi,165.18,quintal,2015-06-27,2015-07-24,38477.92,8.56,38.24,19.76,88.22,Drought,Eid,urad,Negative,Government Policy
2020-08-13,tur,Mumbai,106.34,quintal,2015-03-24,2015-07-08,11231.47,186.24,27.02,11.6,44.09,None,Christmas,moong,Neutral,None
2023-03-09,gram,Delhi,123.18,quintal,2015-02-20,2015-08-03,18141.46,94.78,37.07,21.75,65.16,None,Eid,gram,Negative,None
2017-03-14,moong,Chennai,16.58,kg,2015-04-21,2015-09-11,24679.56,52.8,33.87,18.59,84.44,Flood,Diwali,tur,Neutral,Import Ban
2022-03-27,urad,Delhi,44.55,kg,2015-06-18,2015-08-22,36070.63,45.49,42.04,17.05,80.01,Flood,Diwali,moong,Positive,Government Policy
2023-06-23,tur,Chennai,28.79,kg,2015-05-10,2015-10-05,48594.41,53.12,26.52,11.86,30.42,Flood,Holi,moong,Negative,None
2015-10-07,potato,Chennai,51.55,quintal,2015-01-08,2015-12-12,35694.66,46.65,33.56,23.03,42.49,Flood,Eid,onion,Negative,Crop Failure
2020-08-13,tur,Bangalore,120.04,quintal,2015-06-02,2015-09-09,3155.32,57.34,33.25,11.08,58.48,Drought,Holi,onion,Positive,None
2020-12-25,moong,Mumbai,85.63,quintal,2015-05-05,2015-09-01,46150.71,145.23,36.73,13.65,63.29,Flood,Holi,urad,Neutral,Crop Failure
2015-07-18,masur,Delhi,193.36,quintal,2015-01-03,2015-07-30,19106.09,260.0,44.07,17.91,59.98,Flood,Eid,masur,Neutral,Import Ban
2023-03-11,urad,Mumbai,187.88,quintal,2015-01-01,2015-07-28,37505.6,60.51,42.41,13.72,84.92,Drought,Christmas,tur,Neutral,Import Ban
2019-11-23,urad,Mumbai,121.02,quintal,2015-02-15,2015-12-14,41415.32,264.95,35.12,12.07,65.08,None,Holi,gram,Positive,Crop Failure
2019-06-19,tur,Bangalore,77.0,kg,2015-01-25,2015-10-24,29931.1,24.2,38.11,23.82,76.4,Drought,Diwali,tur,Positive,None
2020-01-16,moong,Chennai,179.73,kg,2015-02-11,2015-09-13,9734.27,160.3,42.68,10.49,43.39,Drought,Onam,tur,Positive,Crop Failure
2021-10-18,urad,Delhi,128.76,quintal,2015-01-19,2015-08-17,27511.25,122.01,34.92,10.37,49.79,Flood,Holi,urad,Negative,None
2023-06-14,gram,Mumbai,70.95,kg,2015-01-11,2015-10-06,17696.77,226.02,42.57,19.73,79.82,Flood,Eid,urad,Positive,None
2022-10-29,urad,Bangalore,55.87,quintal,2015-06-14,2015-08-14,17794.22,23.76,43.37,11.16,74.62,None,Onam,moong,Neutral,None
2015-11-06,moong,Kolkata,112.62,kg,2015-03-20,2015-08-05,49636.55,289.35,32.38,22.13,86.63,Flood,Holi,potato,Neutral,Import Ban
2021-03-16,urad,Bangalore,164.21,quintal,2015-01-06,2015-08-31,2474.78,242.07,31.81,13.22,58.97,None,Eid,masur,Positive,Crop Failure
2016-02-10,tur,Chennai,24.88,quintal,2015-02-17,2015-12-31,36119.9,20.16,42.48,14.01,63.48,Flood,Eid,gram,Negative,Government Policy
2020-01-05,urad,Mumbai,77.67,kg,2015-04-09,2015-07-07,47228.77,134.56,33.97,19.85,61.88,None,Diwali,tur,Neutral,None
2018-11-03,urad,Chennai,106.36,quintal,2015-01-16,2015-12-31,38204.13,15.85,39.12,22.38,31.9,None,Eid,urad,Negative,Crop Failure
2018-02-13,moong,Mumbai,181.28,kg,2015-05-07,2015-10-03,3078.28,299.78,44.65,23.01,43.21,Drought,Christmas,gram,Neutral,None
2015-05-05,potato,Bangalore,74.7,kg,2015-02-08,2015-10-06,34443.43,43.76,34.26,12.08,84.83,Flood,Diwali,onion,Negative,Crop Failure
2015-06-04,gram,Mumbai,54.97,kg,2015-01-28,2015-09-10,34419.48,133.46,42.43,19.53,60.59,Drought,Eid,urad,Negative,Government Policy
2020-06-04,tur,Kolkata,181.14,quintal,2015-01-21,2015-08-24,46898.9,180.85,39.67,12.06,42.97,None,Christmas,potato,Negative,Crop Failure
2022-06-07,gram,Mumbai,70.21,quintal,2015-04-17,2015-07-21,5669.19,281.94,31.08,24.9,61.49,None,Onam,tur,Negative,None
2018-02-28,gram,Mumbai,158.85,kg,2015-02-19,2015-12-27,27496.66,286.74,32.59,13.88,39.86,Flood,Diwali,potato,Neutral,Import Ban
2017-06-02,moong,Chennai,70.04,quintal,2015-06-23,2015-09-19,49306.92,153.49,26.95,10.37,44.97,Flood,Christmas,tur,Neutral,Crop Failure
2023-07-03,urad,Bangalore,59.68,quintal,2015-01-16,2015-12-14,38944.89,142.5,35.04,24.6,63.11,Drought,Christmas,onion,Neutral,None
2016-08-20,moong,Bangalore,45.59,kg,2015-05-22,2015-12-02,36032.06,123.05,33.17,13.21,66.56,Drought,Eid,gram,Positive,Crop Failure
2020-10-25,masur,Kolkata,164.31,kg,2015-04-20,2015-07-11,26754.17,117.3,30.02,15.47,31.9,Drought,Eid,urad,Positive,Government Policy
2020-03-16,urad,Bangalore,117.84,kg,2015-02-25,2015-07-13,4998.97,103.18,38.0,22.67,61.61,Flood,Eid,potato,Neutral,Crop Failure
2021-06-29,urad,Kolkata,39.45,quintal,2015-01-27,2015-10-01,37386.06,38.26,27.61,12.61,77.06,Flood,Onam,gram,Neutral,None
2020-11-26,tur,Kolkata,167.95,kg,2015-04-04,2015-08-29,26523.98,269.48,35.81,23.09,56.41,Drought,Holi,potato,Negative,Government Policy
2023-05-10,masur,Bangalore,106.1,kg,2015-02-06,2015-10-14,24112.52,22.66,41.85,11.25,66.36,Drought,Diwali,onion,Negative,Crop Failure
2023-08-28,onion,Kolkata,133.67,quintal,2015-04-17,2015-07-12,43535.62,299.78,29.09,24.31,50.35,Drought,Onam,gram,Positive,None
2021-10-28,moong,Kolkata,69.19,quintal,2015-05-06,2015-10-30,46877.5,83.99,30.99,10.53,64.26,Flood,Christmas,potato,Neutral,None
2021-05-01,tur,Mumbai,175.66,kg,2015-04-30,2015-12-14,38024.89,48.51,39.54,19.5,33.32,Drought,Holi,potato,Negative,Government Policy
2019-04-23,gram,Mumbai,27.61,kg,2015-02-28,2015-08-01,24508.5,181.69,33.34,22.17,30.17,None,Eid,moong,Positive,Crop Failure
2021-06-26,masur,Delhi,127.91,quintal,2015-04-18,2015-10-08,24244.94,40.13,38.2,23.02,37.64,Drought,Onam,onion,Positive,Government Policy
2022-04-14,urad,Delhi,88.2,quintal,2015-05-19,2015-10-29,19106.14,246.45,41.43,12.11,41.19,Drought,Onam,masur,Neutral,Import Ban
2020-08-11,masur,Bangalore,192.21,kg,2015-01-16,2015-11-12,7530.05,269.27,30.29,13.15,82.13,Drought,Christmas,tur,Negative,Government Policy
2022-10-07,urad,Chennai,128.04,kg,2015-06-16,2015-12-28,46917.3,56.19,43.39,23.68,42.41,Drought,Christmas,masur,Negative,Crop Failure
2020-11-17,masur,Bangalore,169.14,kg,2015-04-30,2015-11-12,23413.02,240.03,33.39,22.71,56.61,Drought,Onam,masur,Positive,Import Ban
2016-11-05,potato,Bangalore,84.61,quintal,2015-04-25,2015-08-21,45929.05,289.4,39.01,18.71,34.4,None,Onam,tur,Neutral,Government Policy
2019-03-16,masur,Mumbai,113.46,quintal,2015-06-05,2015-11-21,48079.05,190.8,31.51,21.56,74.75,Drought,Onam,masur,Neutral,Crop Failure
2015-04-26,tur,Bangalore,135.76,quintal,2015-06-10,2015-10-18,39553.28,193.27,31.95,22.61,81.78,Drought,Onam,onion,Negative,Import Ban
2020-11-23,moong,Bangalore,183.9,quintal,2015-05-29,2015-10-13,38038.02,270.42,44.87,24.01,44.0,Flood,Eid,tur,Neutral,Government Policy
2020-08-29,masur,Bangalore,118.91,quintal,2015-06-12,2015-10-15,8519.49,188.0,25.56,19.53,40.0,Flood,Onam,masur,Neutral,None
2020-11-07,potato,Chennai,133.24,quintal,2015-02-27,2015-11-17,17818.14,73.24,34.67,22.36,68.74,Drought,Diwali,urad,Negative,Crop Failure
2020-03-05,onion,Delhi,98.73,kg,2015-05-28,2015-11-29,31802.32,165.49,32.37,22.45,30.27,Flood,Diwali,moong,Positive,Crop Failure
2023-01-08,potato,Delhi,51.79,quintal,2015-04-04,2015-09-12,3042.81,160.85,33.95,17.51,78.8,Flood,Holi,potato,Positive,None
2021-07-06,masur,Delhi,162.52,kg,2015-01-02,2015-11-01,29222.49,157.45,36.82,15.51,76.37,None,Christmas,moong,Positive,Import Ban
2018-06-01,potato,Delhi,105.39,quintal,2015-06-15,2015-11-22,38637.91,41.66,34.4,16.47,63.83,None,Onam,gram,Positive,Import Ban
2017-05-22,onion,Mumbai,163.33,quintal,2015-02-09,2015-10-09,18045.03,256.51,40.04,17.67,51.89,Flood,Holi,tur,Neutral,Crop Failure
2018-01-09,masur,Mumbai,43.79,quintal,2015-06-21,2015-09-20,16582.3,11.28,30.17,13.21,35.61,Flood,Holi,tur,Negative,Crop Failure
2019-02-14,urad,Mumbai,53.66,quintal,2015-03-19,2015-09-30,11160.55,13.94,42.74,23.61,34.38,Flood,Christmas,potato,Positive,Import Ban
2015-07-26,onion,Kolkata,22.89,kg,2015-05-02,2015-07-27,2991.19,60.58,40.17,24.18,45.1,Flood,Eid,potato,Negative,Government Policy
2022-02-22,gram,Delhi,126.98,kg,2015-04-19,2015-07-21,38835.5,2.67,35.56,10.61,68.17,None,Diwali,onion,Neutral,Import Ban
2023-04-25,moong,Bangalore,130.65,kg,2015-03-18,2015-07-20,25779.53,188.34,29.55,19.61,75.01,None,Christmas,masur,Negative,Government Policy
2016-03-06,masur,Bangalore,61.87,quintal,2015-06-06,2015-07-13,30699.59,171.8,42.58,14.03,46.67,None,Diwali,onion,Positive,Crop Failure
2017-01-16,moong,Chennai,167.45,kg,2015-04-28,2015-10-28,4358.67,78.56,33.92,20.8,69.69,Drought,Christmas,onion,Neutral,Crop Failure
2016-06-06,urad,Mumbai,152.13,kg,2015-06-21,2015-10-26,9184.49,202.48,43.27,23.02,69.78,None,Christmas,gram,Positive,Crop Failure
2018-04-05,tur,Bangalore,102.87,quintal,2015-06-18,2015-07-30,25117.07,164.0,39.47,22.25,69.78,None,Onam,urad,Negative,Government Policy
2018-11-20,urad,Chennai,157.9,quintal,2015-02-11,2015-12-28,27589.22,29.62,32.11,23.47,53.72,Drought,Christmas,moong,Positive,Government Policy
2023-03-11,tur,Delhi,59.53,quintal,2015-04-02,2015-12-29,24677.4,267.05,41.4,21.07,56.42,Drought,Holi,moong,Positive,Crop Failure
2018-11-02,onion,Delhi,111.77,kg,2015-06-03,2015-09-24,3234.5,224.68,38.55,18.94,88.62,Flood,Diwali,urad,Negative,None
2016-08-15,moong,Kolkata,34.74,kg,2015-02-27,2015-08-02,27354.17,296.05,28.94,17.56,56.17,Drought,Eid,gram,Negative,Crop Failure
2022-11-19,tur,Delhi,137.68,kg,2015-05-17,2015-12-06,19977.52,54.88,43.11,16.08,30.66,Drought,Onam,gram,Positive,None
2015-11-28,onion,Chennai,47.03,quintal,2015-04-29,2015-07-16,31461.96,151.1,33.1,11.09,30.33,Flood,Holi,tur,Neutral,Government Policy
2018-04-05,onion,Bangalore,61.68,quintal,2015-01-16,2015-10-18,22501.59,219.86,27.6,22.76,50.72,Flood,Diwali,gram,Negative,Government Policy
2016-11-15,tur,Chennai,121.5,quintal,2015-06-01,2015-07-04,19488.32,261.16,33.22,13.46,80.5,None,Holi,masur,Neutral,None
2015-07-23,urad,Chennai,88.04,quintal,2015-02-06,2015-11-26,25995.99,275.06,37.33,11.71,38.81,Flood,Holi,potato,Positive,Government Policy
2022-12-24,tur,Mumbai,64.2,kg,2015-06-22,2015-08-04,16498.58,120.33,41.79,23.82,67.7,Flood,Diwali,masur,Neutral,Government Policy
2023-07-11,tur,Mumbai,159.85,quintal,2015-01-18,2015-10-17,1282.65,13.6,30.75,23.87,78.97,Flood,Holi,potato,Positive,Government Policy
2020-07-01,masur,Mumbai,198.32,kg,2015-02-17,2015-09-13,23562.88,130.96,39.93,16.4,75.5,None,Holi,masur,Neutral,Government Policy
2017-12-19,onion,Mumbai,190.89,kg,2015-01-11,2015-08-26,22310.16,274.65,33.06,11.37,59.36,Drought,Holi,urad,Negative,None
2019-08-15,tur,Chennai,127.07,kg,2015-05-17,2015-10-01,28810.06,289.84,40.47,15.61,54.59,Flood,Eid,masur,Negative,Government Policy
2023-07-09,urad,Kolkata,144.23,kg,2015-04-10,2015-07-21,47904.76,118.83,40.36,16.21,87.08,Flood,Christmas,urad,Neutral,Government Policy
2016-03-13,moong,Bangalore,112.38,kg,2015-06-15,2015-10-14,3802.74,171.26,34.88,18.8,85.98,Drought,Onam,moong,Neutral,Import Ban
2017-03-17,urad,Bangalore,140.79,kg,2015-03-15,2015-11-21,47243.39,224.46,28.61,17.47,84.0,Flood,Christmas,tur,Negative,Government Policy
2023-02-28,tur,Bangalore,133.89,kg,2015-05-05,2015-12-29,29119.66,299.75,32.16,23.05,66.79,Drought,Christmas,gram,Positive,Government Policy
2015-07-30,gram,Kolkata,94.86,kg,2015-02-08,2015-09-16,47482.04,226.82,25.66,18.01,56.12,Drought,Holi,onion,Neutral,Import Ban
2015-07-07,tur,Mumbai,92.27,kg,2015-03-18,2015-12-04,24225.38,42.81,43.21,12.18,76.0,None,Onam,tur,Neutral,Import Ban
2019-08-04,moong,Bangalore,30.45,kg,2015-06-12,2015-08-26,32320.72,56.76,38.37,14.19,70.05,None,Diwali,urad,Neutral,Import Ban
2022-08-29,masur,Kolkata,80.53,kg,2015-03-13,2015-09-18,35258.77,159.57,32.15,23.49,42.85,None,Onam,masur,Positive,Import Ban
2018-11-30,potato,Mumbai,172.65,quintal,2015-04-10,2015-11-03,29675.02,56.85,42.33,16.34,89.05,None,Eid,urad,Neutral,Import Ban
2020-09-29,masur,Bangalore,18.47,quintal,2015-05-21,2015-09-05,27633.81,224.8,26.47,20.33,85.36,Flood,Holi,gram,Positive,Crop Failure
2018-08-13,gram,Mumbai,109.04,quintal,2015-05-06,2015-10-18,42953.31,36.38,40.34,12.07,38.58,Flood,Eid,onion,Neutral,None
2023-02-16,onion,Kolkata,25.82,quintal,2015-04-18,2015-12-26,31122.37,274.13,39.63,17.01,79.68,Drought,Holi,tur,Negative,None
2020-05-23,moong,Chennai,29.19,quintal,2015-06-26,2015-08-31,5484.09,117.5,30.03,23.83,73.61,Drought,Eid,moong,Positive,Government Policy
2022-12-03,tur,Delhi,190.64,quintal,2015-04-29,2015-11-20,16552.48,277.78,25.76,17.43,68.51,None,Holi,tur,Negative,Government Policy
2022-08-01,masur,Delhi,136.84,kg,2015-05-26,2015-07-25,34649.84,41.31,36.91,24.05,65.94,None,Holi,tur,Neutral,None
2017-07-10,tur,Bangalore,133.05,quintal,2015-04-30,2015-07-23,25671.57,170.9,42.75,12.33,78.61,None,Diwali,gram,Neutral,None
2018-02-09,potato,Mumbai,100.12,quintal,2015-02-20,2015-12-01,24708.46,15.63,32.93,17.25,64.12,None,Diwali,tur,Positive,Crop Failure
2021-12-12,onion,Bangalore,96.67,kg,2015-06-05,2015-10-31,35174.6,205.5,32.22,20.86,89.12,None,Onam,potato,Positive,Crop Failure
2017-07-08,gram,Kolkata,167.06,quintal,2015-05-06,2015-08-22,25449.85,145.29,29.1,11.32,51.52,Drought,Holi,urad,Neutral,Crop Failure
2018-01-31,masur,Mumbai,61.6,kg,2015-03-22,2015-12-11,35957.33,291.03,31.9,14.07,38.14,Flood,Onam,urad,Neutral,Government Policy
2021-01-19,moong,Mumbai,86.28,quintal,2015-03-25,2015-07-29,2787.08,277.38,33.82,21.79,51.69,Flood,Christmas,gram,Negative,Government Policy
2022-11-03,masur,Delhi,167.78,kg,2015-05-20,2015-09-10,44534.03,254.76,33.05,13.49,41.37,Flood,Eid,gram,Positive,None
2016-10-09,potato,Bangalore,195.41,kg,2015-04-24,2015-12-11,24919.52,254.02,43.07,15.65,38.53,Drought,Christmas,moong,Negative,Crop Failure
2021-07-15,moong,Delhi,66.62,kg,2015-06-13,2015-11-23,26040.99,280.19,44.88,23.04,30.37,Drought,Diwali,urad,Negative,Crop Failure
2018-02-12,masur,Kolkata,93.47,kg,2015-03-26,2015-08-18,37954.97,97.19,29.87,11.09,51.63,Flood,Eid,gram,Neutral,None
2023-02-20,onion,Bangalore,135.75,quintal,2015-04-25,2015-09-22,23890.38,188.14,41.86,21.51,51.18,Drought,Eid,moong,Positive,Crop Failure
2022-02-15,masur,Chennai,53.82,kg,2015-04-18,2015-07-17,13261.97,47.82,35.7,19.59,55.08,Flood,Holi,gram,Neutral,Government Policy
2023-02-12,gram,Chennai,193.25,kg,2015-04-12,2015-09-27,21217.83,283.24,30.76,15.01,50.53,Flood,Christmas,tur,Neutral,Government Policy
2020-06-18,masur,Kolkata,175.13,kg,2015-06-08,2015-09-27,10750.32,44.88,40.67,11.37,86.79,Drought,Diwali,onion,Negative,None
2017-12-31,moong,Kolkata,131.72,kg,2015-04-06,2015-10-10,4858.45,227.35,38.47,23.95,57.79,None,Diwali,onion,Positive,None
2018-04-22,potato,Mumbai,190.05,kg,2015-05-23,2015-12-11,47122.97,3.04,42.09,23.68,76.76,Drought,Onam,potato,Negative,Crop Failure
2019-03-11,moong,Chennai,144.42,quintal,2015-01-09,2015-08-05,7463.41,115.26,32.87,20.91,30.45,Drought,Onam,potato,Neutral,Import Ban
2016-01-11,urad,Mumbai,197.55,kg,2015-05-21,2015-10-02,13162.41,95.23,25.5,20.68,53.73,Flood,Diwali,tur,Neutral,Crop Failure
2017-10-10,moong,Mumbai,126.39,kg,2015-04-01,2015-07-08,41164.48,217.85,38.44,17.42,30.38,None,Eid,masur,Neutral,Government Policy
2018-04-02,urad,Kolkata,57.27,quintal,2015-03-20,2015-09-20,10023.91,198.69,43.05,13.96,39.72,Drought,Holi,gram,Negative,Government Policy
2018-11-15,moong,Chennai,51.61,quintal,2015-01-03,2015-08-08,17636.22,153.86,34.01,23.08,77.2,None,Onam,gram,Negative,Import Ban
2019-09-11,gram,Delhi,41.03,quintal,2015-02-09,2015-12-29,44836.68,200.53,44.6,10.91,81.86,Flood,Holi,onion,Negative,None
2019-03-10,tur,Delhi,40.24,kg,2015-02-16,2015-11-16,31025.23,280.33,42.69,22.24,39.7,Flood,Holi,gram,Negative,None
2015-04-03,onion,Chennai,168.07,quintal,2015-03-31,2015-08-28,12607.79,158.46,36.47,15.58,59.7,Flood,Christmas,tur,Negative,None
2015-01-11,gram,Mumbai,80.45,kg,2015-06-26,2015-12-20,38041.34,172.29,41.63,18.69,35.91,Flood,Onam,tur,Negative,Government Policy
2021-02-04,tur,Mumbai,179.26,kg,2015-03-29,2015-09-22,22058.09,236.61,44.93,10.48,67.53,None,Christmas,tur,Positive,None
2019-08-12,gram,Bangalore,94.71,quintal,2015-02-15,2015-08-17,7475.5,46.05,30.06,19.88,39.71,Drought,Holi,potato,Neutral,Government Policy
2019-05-31,masur,Mumbai,155.56,kg,2015-06-15,2015-10-21,12140.88,238.1,27.39,13.34,75.44,None,Diwali,gram,Negative,None
2016-08-27,tur,Kolkata,161.98,kg,2015-06-10,2015-09-21,6364.68,214.09,33.53,10.57,81.06,Flood,Diwali,moong,Positive,Crop Failure
2020-05-22,moong,Chennai,182.25,kg,2015-03-03,2015-12-21,10561.9,123.02,44.18,19.52,79.63,Drought,Christmas,moong,Negative,Import Ban
2018-05-23,moong,Kolkata,149.87,kg,2015-01-17,2015-12-09,28154.71,34.77,43.53,14.69,68.48,None,Diwali,urad,Positive,Government Policy
2021-06-18,tur,Mumbai,108.39,kg,2015-02-11,2015-09-02,45341.19,127.65,31.1,16.0,54.1,Drought,Eid,onion,Negative,Crop Failure
2016-04-09,gram,Kolkata,46.1,quintal,2015-02-02,2015-07-15,42177.76,56.29,39.89,18.69,31.93,None,Holi,masur,Neutral,Import Ban
